id,oldest_patch_commit,commit_date,vulnerable_commit,build,jdk_version
SECURITY-2761,8080ec48b864f0b363f79b46a70e55595efedcab,2022-06-08 23:46:09,957ef5902f2e40b6358e6d10f12b26f9dbd2f75a,True,openjdk-17
SECURITY-2566,957ef5902f2e40b6358e6d10f12b26f9dbd2f75a,2022-06-08 23:46:02,74abec8b56fcc8812fecf8e42d2834f82723cb3f,True,openjdk-17
SECURITY-2602,8276aef4cc3dd81810fe6bdf6fa48141632c4636,2022-02-03 19:53:50,59ab7d299c87ab26afc2ab315686998f20f7b983,True,openjdk-11
SECURITY-2558,b5c3764681f3b4ce83d0e78f6a9327925640d57e,2021-12-21 08:22:36,13a16a623879b25a5f87ec7fc458685893745b1f,True,openjdk-11
SECURITY-2455,63cde2daadc705edf086f2213b48c8c547f98358,2021-10-25 08:52:24,87a500add073b0ca2f4d9ce3f2ea1be3a21ce721,True,openjdk-11
SECURITY-2428,cf388d2a04e6016d23eb93fa3cc804f2554b98f0,2021-10-25 08:51:54,93451e20c20cfd84badeb0f37c38d4c0c7a5dad3,True,openjdk-11
SECURITY-2458,87a500add073b0ca2f4d9ce3f2ea1be3a21ce721,2021-10-25 08:52:13,fa9ea93b610359a9efe4c61b743f00360d1462cb,True,openjdk-11
SECURITY-2510,fa9ea93b610359a9efe4c61b743f00360d1462cb,2021-10-25 08:52:04,cf388d2a04e6016d23eb93fa3cc804f2554b98f0,True,openjdk-11
SECURITY-2423,93451e20c20cfd84badeb0f37c38d4c0c7a5dad3,2021-10-25 08:51:45,71b05927206b78009555698866ac4bdd9d742efe,True,openjdk-11
SECURITY-2481,3f679fc12d073676a4441d3fa8b5fff34c07662f,2021-09-22 12:15:38,c2c2b59071265aea07f88d5e95297c0a433921c3,True,openjdk-11
SECURITY-2424,c2c2b59071265aea07f88d5e95297c0a433921c3,2021-09-22 12:15:26,2e7b3a4c025b3dfb6398e84a93622848e5104363,True,openjdk-11
SECURITY-2452,2e7b3a4c025b3dfb6398e84a93622848e5104363,2021-09-22 12:15:18,96f1d88155fad0c1bf5417c84200d5ab0d97edff,True,openjdk-11
SECURITY-2475,96f1d88155fad0c1bf5417c84200d5ab0d97edff,2021-09-22 12:15:10,0681338f8df79e997004ec80fa9beb5ccb4dfcf0,True,openjdk-11
SECURITY-2371,25a42f3942fd9f8bd768c887c679dbc796b4fcd5,2021-06-16 15:14:11,13a4a94095f11b4edb44d9ba1173aa33e856a54f,True,openjdk-11
SECURITY-2278,86b7d7e789586575522650c60d591605facb1d70,2021-06-16 15:14:21,25a42f3942fd9f8bd768c887c679dbc796b4fcd5,True,openjdk-11
SECURITY-1097,95e3a305daedd675990c12c03586d195d0deb233,2021-03-30 17:41:15,42e2c74049ddf5e0aca1fe6aadc7b24fdabb5494,True,openjdk-11
SECURITY-1871,42e2c74049ddf5e0aca1fe6aadc7b24fdabb5494,2021-03-30 17:41:15,84210baed0c866bdee3e59271f98a767a14a5509,True,openjdk-11
SECURITY-1721,84210baed0c866bdee3e59271f98a767a14a5509,2021-03-30 17:41:15,54cb9f284f410b0b55882f1b0204444f6ef33d78,True,openjdk-11
SECURITY-1452,71d2ecf1a4e5303e80815eaa3935c4f2fa3d9104,2021-01-11 11:53:00,f576b2eb4375f2bb076ce477cee27a946b65f22a,True,openjdk-11
SECURITY-2023,f576b2eb4375f2bb076ce477cee27a946b65f22a,2021-01-11 11:52:50,8c451b08886561a914ef0c30cbb9d40ea33a9bbe,True,openjdk-11
SECURITY-2035,8c451b08886561a914ef0c30cbb9d40ea33a9bbe,2021-01-11 11:52:40,b1ca2849660798fd0f7fe8fda8e372cfb2ded621,True,openjdk-11
SECURITY-2147,b1ca2849660798fd0f7fe8fda8e372cfb2ded621,2021-01-11 11:52:29,ea302e1f437a79ae0e417b330acbb66b609408ff,True,openjdk-11
SECURITY-1986,ea302e1f437a79ae0e417b330acbb66b609408ff,2021-01-11 11:52:18,89ec0c40b68cd1e4e9f9ef5ebcafd87e7fa16589,True,openjdk-11
SECURITY-2153,89ec0c40b68cd1e4e9f9ef5ebcafd87e7fa16589,2021-01-11 11:52:07,b19b34db4b24b163d4edc53ccb84f41a3589cb08,True,openjdk-11
SECURITY-2021,b19b34db4b24b163d4edc53ccb84f41a3589cb08,2021-01-11 11:51:55,a1283377a503c1a269578ef6f5fb7ff7dcc337b5,True,openjdk-11
SECURITY-1893,a1283377a503c1a269578ef6f5fb7ff7dcc337b5,2021-01-11 11:51:45,f1056bd814fc1f19ea241a101d649b8c143807e7,True,openjdk-11
SECURITY-1923,f1056bd814fc1f19ea241a101d649b8c143807e7,2021-01-11 11:51:35,f5d98421604e44f398e7de9d222b191a705608af,True,openjdk-11
SECURITY-1889,f5d98421604e44f398e7de9d222b191a705608af,2021-01-11 11:51:25,fe9091fc74d55a56fd36544f3038d47c8cb331a4,True,openjdk-11
SECURITY-2047,fe9091fc74d55a56fd36544f3038d47c8cb331a4,2021-01-11 11:51:09,a890d68699ad6ca0c8fbc297a1d4b7ebf23f384b,True,openjdk-11
SECURITY-2025,a890d68699ad6ca0c8fbc297a1d4b7ebf23f384b,2021-01-11 11:50:58,03c8d8628e81310e635911aa573aa839cb09fe02,True,openjdk-11
SECURITY-1955,fe4cbe03804d6240d0b58d0b2301ea9530a34916,2020-07-29 05:14:18,31a3e637605dd37ae6379a8bdd5050fc8658e269,True,openjdk-8
SECURITY-1960,29c9a8fdeafe26fded955cfba188f50fd4f1786a,2020-07-29 04:54:36,e49f690939596acbc9a1be64128b2c7eaf91a6db,False,
SECURITY-1957,e49f690939596acbc9a1be64128b2c7eaf91a6db,2020-07-29 04:53:58,11f4a351224ef04cfeb9c7636fb1590b67543f3c,False,
SECURITY-1945,11f4a351224ef04cfeb9c7636fb1590b67543f3c,2020-07-06 10:34:02,e7443ef2ef255253231f3f1db0034fae39f0cba5,False,
SECURITY-1902,e7443ef2ef255253231f3f1db0034fae39f0cba5,2020-06-30 10:56:54,f6e575381bdba85afaf27c529d7298091f226e49,False,
SECURITY-1901,f6e575381bdba85afaf27c529d7298091f226e49,2020-06-30 10:56:24,b43531acee280dedc3ea454a2fc5a1a42990ddda,False,
SECURITY-1868,b43531acee280dedc3ea454a2fc5a1a42990ddda,2020-06-30 10:55:16,f6b7d981392882e48d8d2c6d43ba590e68e99d10,False,
SECURITY-1929,d4690b20f9dc170f7657c6b36df2c0d48a217ebe,2020-06-22 17:27:26,461c3106224ba436ca12ab3fcc158369362c33f2,True,openjdk-11
SECURITY-1929,d4690b20f9dc170f7657c6b36df2c0d48a217ebe,2020-06-22 17:27:26,ac2b8f469522f7f94cf1501413aa18ebf13cf894,True,openjdk-11
SECURITY-1754,67ae2a841cc786dbc8cbfe8cfc5b374e9ef9ed7c,2020-03-09 13:00:59,4767a3bf9990779445b3a34aeb8330b93a1a3340,True,openjdk-8
SECURITY-1774,f479652171f4ab854747de64b22bf59adb35fb8f,2020-03-11 03:12:56,c2d22b241eba718c62996e2ceeb5f2e0e9787f81,False,
SECURITY-1793,c2d22b241eba718c62996e2ceeb5f2e0e9787f81,2020-03-11 03:11:03,dbff6fdcf8c4bc00729ace66c33208ae7aa18ac0,False,
SECURITY-1781,dbff6fdcf8c4bc00729ace66c33208ae7aa18ac0,2020-03-11 02:57:14,a61d6a16dac524745a282b2f27ce54bc3b5c53a6,False,
SECURITY-1796,a61d6a16dac524745a282b2f27ce54bc3b5c53a6,2020-03-11 02:56:50,c440a7f59c156125713c773aa28008bea70af1d5,False,
SECURITY-626,772152315aa0a9ba27b812a4ba0f3f9b64af78d9,2019-07-02 14:58:18,18fc7c0b466553cbd4f790db3270964305bee7f9,False,
SECURITY-1659,0ba36508187ff771bba87feaf03057496775064c,2020-01-14 07:04:05,77f36f37f5e3cabd0e4ece16d46d7943454ed15b,False,
SECURITY-1695,77f36f37f5e3cabd0e4ece16d46d7943454ed15b,2020-01-14 06:21:45,5054bc6e12e1022993d719f66e289ab1d22ae854,False,
SECURITY-1682,5054bc6e12e1022993d719f66e289ab1d22ae854,2020-01-14 06:16:59,6f35dbb939ebe947bdb1979010b208480f1d0e31,False,
SECURITY-1660,6f35dbb939ebe947bdb1979010b208480f1d0e31,2020-01-14 06:15:51,7d44836fad0f49341ae2a61de06dbb556014a2df,False,
SECURITY-1650,7d44836fad0f49341ae2a61de06dbb556014a2df,2020-01-14 06:08:50,639ade55caa05324c60d15b2fa8df27ee0111b76,False,
SECURITY-1704,639ade55caa05324c60d15b2fa8df27ee0111b76,2020-01-14 06:08:10,cd28a6d9347228b03da0e45653e23032342c2a36,False,
SECURITY-1641,cd28a6d9347228b03da0e45653e23032342c2a36,2020-01-14 06:06:40,c0d3c041b4e5908be65bafcc98bdfaf855d053a0,False,
SECURITY-1291,c0d3c041b4e5908be65bafcc98bdfaf855d053a0,2020-01-14 05:41:23,b1432e31b864f87c363cc7f5e6a8cada046b77e4,False,
SECURITY-1605,2ac61e59fa97f48cbcf2898a75d2017cb58f8724,2019-12-20 05:17:56,7ab6d8e5751bd479e72246ecee9e56f684d87ef9,False,
SECURITY-1471,e2c596c049e5e09e7254ff000802709c2e01af2a,2019-09-10 15:31:40,00064be3661e687da7215523a3ed9a37a85f51a3,False,
SECURITY-1525,00064be3661e687da7215523a3ed9a37a85f51a3,2019-09-10 15:27:35,df600eb7a28dea189c41037398fd36fcea36302e,False,
SECURITY-1498,df600eb7a28dea189c41037398fd36fcea36302e,2019-09-10 14:31:20,8c8d0143309667bcada8ebc36e40dab4c65c6eb2,False,
SECURITY-1537,8c8d0143309667bcada8ebc36e40dab4c65c6eb2,2019-09-10 14:30:30,560ee832b41814660c5632ea36ad1a1c977177bf,False,
SECURITY-1505,560ee832b41814660c5632ea36ad1a1c977177bf,2019-09-10 14:27:47,ace5965b45ba77665e4dd168314665df63527a62,False,
SECURITY-1453,fb88530f77d38660ab2aae8c2e842944f0fb1507,2019-08-13 06:36:27,14fecd0b6a32b63b7283baa62ab21748fcd70ca9,False,
SECURITY-1491,ace5965b45ba77665e4dd168314665df63527a62,2019-08-13 07:30:21,fb88530f77d38660ab2aae8c2e842944f0fb1507,False,
SECURITY-534,279d8109eddb7a494428baf25af9756c2e33576b,2019-07-02 14:27:48,607eb49e3a0c57922381223933131bb0da897809,False,
SECURITY-1424,18fc7c0b466553cbd4f790db3270964305bee7f9,2019-07-02 14:47:11,279d8109eddb7a494428baf25af9756c2e33576b,False,
SECURITY-521,1f290ff1d0f13dbf8efcfcb603d54a11a98add24,2019-05-22 01:31:14,d464ce789e2aee7014906d8a8c3e053a0feb9db6,True,openjdk-8
SECURITY-901,8c490d14c4ffe6162f6e97d25a66612330fe2ace,2019-01-03 11:03:00,76e0e69e91b85dd72f8fac53d547dcdc4ff1d90c,False,
SECURITY-904,c19cc705688cfffa4fe735e0edbe84862b6c135f,2018-11-21 07:41:15,82f55553ca56b8f58294705c969bbaf275fe63b2,False,
SECURITY-1289,0eeaa087aac192fb39f52928be5a5bbf16627ea6,2019-03-27 10:07:10,8eb632dda219ec8796420ce58d9564cddf8f8f93,False,
SECURITY-1327,8eb632dda219ec8796420ce58d9564cddf8f8f93,2019-03-26 16:00:48,da135e7ecb72469c17a47640314e424e314269b0,False,
SECURITY-1245,d9b920183e5038071b49dcf98250669405a319d0,2019-03-25 15:07:52,279b9616fc14fe5ae28df03747d84911ab77eb7d,False,
SECURITY-1158,517da6ed389f0a606dd9bb8595bc79fc93f4331c,2018-09-27 05:12:53,fa9fac9f73c100d40c91989d3ab2d18d04289641,False,
SECURITY-996,ef9583a24abc4de157e1570cb32d7a273d327f36,2018-07-31 18:58:04,e5046911c57e60a1d6d8aca9b21bd9093b0f3763,False,
SECURITY-925,f46842c7a2c916170ac457a039a2f7f019afd885,2018-06-19 15:16:40,af9e11c9941487f69ec1a95c65958fc208064e7a,False,
SECURITY-897,5f4d014b3b7f89e206c6c8509540ed559f604959,2018-06-19 15:03:08,5cf0a77d44310523b763698f67d645c1f2427f30,False,
SECURITY-891,af9e11c9941487f69ec1a95c65958fc208064e7a,2018-06-19 15:15:47,29ca81dd59c255ad633f1bd86cf1be40a5f02c64,False,
SECURITY-868,7b4649657f90e98a5564cf5f0892deaa5fee0454,2019-03-25 14:12:24,c14a0edd794fc3579a9872826fee5f806a77ca69,False,
SECURITY-595,47f38d714c99e1841fb737ad1005618eb26ed852,2018-11-21 09:09:49,73afa0ca786a87f05b5433e2e38f863826fcad17,False,
SECURITY-1072,4ed66e5838476e575a83c3cd13fffb37eefa2f48,2018-11-21 07:46:31,c19cc705688cfffa4fe735e0edbe84862b6c135f,False,
SECURITY-1193,73afa0ca786a87f05b5433e2e38f863826fcad17,2018-11-21 07:47:24,4ed66e5838476e575a83c3cd13fffb37eefa2f48,False,
SECURITY-218,b430d6d457c0a33627ca76de01b481db7236362b,2015-11-07 17:00:46,a03c8b076385b15c80ae7ef0ed5c93258649cce1,False,
SECURITY-1162,58fecdcdefa2ef2e9abb2e08d9d7c7a6b7d2027f,2018-09-27 05:01:55,909781ca14cd8883008e7d4381232ec2d76e82e7,False,
SECURITY-765,7366cc50106442a021c5178cd101057ecc08f2c2,2018-09-27 05:34:02,fd5f5be0304c6bf1918892b81e2efb6b6d09c521,False,
SECURITY-896,832144e32297fea7734a44bd2064f6ddd4562874,2018-07-31 18:58:46,ef9583a24abc4de157e1570cb32d7a273d327f36,False,
SECURITY-1114,ba33bd67cdaef87aba8a4e95dca8dcf108a7d73f,2018-09-27 05:38:33,41f74e2a82e95d66f6723da81dfacd376a564764,False,
SECURITY-857,41f74e2a82e95d66f6723da81dfacd376a564764,2018-09-27 05:37:29,7366cc50106442a021c5178cd101057ecc08f2c2,False,
SECURITY-867,fd5f5be0304c6bf1918892b81e2efb6b6d09c521,2018-09-27 05:32:50,c3351d2e7c3edfee82b9470e9aa1168982296072,False,
SECURITY-1074,c3351d2e7c3edfee82b9470e9aa1168982296072,2018-09-27 05:31:06,01157a699f611ca7492e872103ac01526a982cf2,False,
SECURITY-1128,01157a699f611ca7492e872103ac01526a982cf2,2018-09-27 05:18:42,df87e12ddcfeafdba6e0de0e07b3e21f8473ece6,False,
SECURITY-1129,df87e12ddcfeafdba6e0de0e07b3e21f8473ece6,2018-09-27 05:15:28,517da6ed389f0a606dd9bb8595bc79fc93f4331c,False,
SECURITY-1071,6867e4469525d16319b1bae9c840b933fe4e23c4,2018-08-01 19:34:28,727d58f690abf64f543407e1de3545eca76ad30e,False,
SECURITY-637,727d58f690abf64f543407e1de3545eca76ad30e,2018-08-01 12:19:32,832144e32297fea7734a44bd2064f6ddd4562874,False,
SECURITY-790,e5046911c57e60a1d6d8aca9b21bd9093b0f3763,2018-07-31 18:56:12,8697bdff0342421e22230028d84aaa265719e86c,False,
SECURITY-944,8697bdff0342421e22230028d84aaa265719e86c,2018-06-19 15:17:07,f46842c7a2c916170ac457a039a2f7f019afd885,False,
SECURITY-914,29ca81dd59c255ad633f1bd86cf1be40a5f02c64,2018-06-19 15:06:23,40250f08aca7f3f8816f21870ee23463a52ef2f2,False,
SECURITY-892,40250f08aca7f3f8816f21870ee23463a52ef2f2,2018-06-19 15:03:56,5f4d014b3b7f89e206c6c8509540ed559f604959,False,
SECURITY-788,5cf0a77d44310523b763698f67d645c1f2427f30,2018-04-25 17:42:19,7c5b41bfd5d8004f82684a9168dd627e20ea5f35,False,
SECURITY-771,809916b59b7c7678dc3c1c76338452121fed1424,2018-04-25 17:40:33,de7aaab441151fb1760855fec83681c6a8756a45,False,
SECURITY-786,de7aaab441151fb1760855fec83681c6a8756a45,2018-04-25 17:39:43,6eea1e97840b5623829b2c1fd2e363c045bdc230,False,
SECURITY-794,6eea1e97840b5623829b2c1fd2e363c045bdc230,2018-04-25 17:37:50,7abc71338b5b3803bdb89ae32407928912faed88,False,
SECURITY-754,69a784bb8d2c5a021d225eda2d392fb081c1169e,2018-03-28 16:57:18,07d18cfd6d336a2b7cc0a78e120d9739a5d4e1d1,False,
SECURITY-759,07d18cfd6d336a2b7cc0a78e120d9739a5d4e1d1,2018-03-28 16:56:07,9de62915807deab61d6e780eed660428f9889b51,False,
SECURITY-705,eb03a42078f29dbed3742b8740c95e02890e4545,2018-01-30 12:16:42,2d16b459205730d85e51499c2457109b234ca9d9,False,
SECURITY-717,8830d68f5fe21f344be3496984bc4470bfcd0564,2018-02-08 09:37:47,38249b561b61564830dcfe937351e54d53f5d394,False,
SECURITY-624,38249b561b61564830dcfe937351e54d53f5d394,2018-01-30 12:18:09,eb03a42078f29dbed3742b8740c95e02890e4545,False,
SECURITY-506,2d16b459205730d85e51499c2457109b234ca9d9,2018-01-30 12:15:48,ccc374a7176d7704941fb494589790b7673efe2e,False,
SECURITY-247,18cc8e0eb7d8c9910ce8ce2a9c8dab4c4df8b9c2,2016-02-03 17:25:29,536c01bfca9bf9b2482bcfb23942567777fd653f,False,
SECURITY-667,ccc374a7176d7704941fb494589790b7673efe2e,2017-12-13 12:59:04,f67068170b55633571e5462e52b6124b23d7cb84,False,
SECURITY-641,f67068170b55633571e5462e52b6124b23d7cb84,2017-10-24 12:01:03,566a8ddb885f0bef9bc848e60455c0aabbf0c1d3,False,
SECURITY-499,566a8ddb885f0bef9bc848e60455c0aabbf0c1d3,2017-10-19 12:14:51,ea981a029cb985b71f3a0dc0f9ce3b3e3e6c001b,False,
SECURITY-490,ea981a029cb985b71f3a0dc0f9ce3b3e3e6c001b,2017-09-29 09:41:00,fe77d1c3dbf91ddf2a9f8e5ed882611455ab00d0,False,
SECURITY-555,fe77d1c3dbf91ddf2a9f8e5ed882611455ab00d0,2017-09-29 09:39:32,67f68c181033cbabf2075769e0f846f58c226c08,False,
SECURITY-478,d7ea3f40efedd50541a57b943d5f7bbed046d091,2017-09-13 09:30:56,1b9034669a691462d58b7a0d120d6bfb8514aa6d,False,
SECURITY-618,3ff432ace14d8f4544c88a179a2f7a962eb98ba6,2017-09-28 10:15:59,b2083a387a5bdb6f7ee7f7c81a1f6312aca2a558,False,
SECURITY-617,b2083a387a5bdb6f7ee7f7c81a1f6312aca2a558,2017-09-28 10:15:40,da06fd471cea79123821c778228eeb08e1cedcc7,False,
SECURITY-611,da06fd471cea79123821c778228eeb08e1cedcc7,2017-09-28 10:15:14,09d60462b9edf775f08568601bb3e2cfd8075368,False,
SECURITY-616,09d60462b9edf775f08568601bb3e2cfd8075368,2017-09-22 09:35:52,d7ea3f40efedd50541a57b943d5f7bbed046d091,False,
SECURITY-514,7b1f8e96a8d97dd09e5e093fcdb010b3295acc77,2017-09-07 16:32:10,61781a6d4dfa7d829cc194d3fb7e50972ac150de,False,
SECURITY-144,1fc3edbd5824b6ae650bb94d212e2d2ddc245c36,2014-09-08 07:36:50,c93635b9e9326586778300e5cbc13c93252e960e,False,
SECURITY-420,eeb699ed8c2ce937f2b836692b36a98da7bb5622,2017-04-13 13:32:35,4fe9454cb17d51f02a66a88ec90588eccb9b9136,False,
SECURITY-503,701ea95a52afe53bee28f76a3f96eb0e578852e9,2017-04-16 16:27:20,d5dd69bee210e0073ce8fa880ae5ab7829cb7bdb,False,
SECURITY-412,23f4809e6c10a221e9d67f2e841536845387b42d,2017-04-13 13:32:35,eeb699ed8c2ce937f2b836692b36a98da7bb5622,False,
SECURITY-415,73282957a11b0c79321b6ec18fcc35cf101b5ef1,2017-04-13 13:32:35,ae402ba139df82f3d105b9e070444f1849543fce,False,
SECURITY-419,ae402ba139df82f3d105b9e070444f1849543fce,2017-04-13 13:32:35,e0001e679beaf963cd4ae0ca68b4b073af9aa533,False,
SECURITY-418,e0001e679beaf963cd4ae0ca68b4b073af9aa533,2017-04-13 13:32:35,40117acdc686387d694cb9bec3ce9454c3f93f59,False,
SECURITY-417,40117acdc686387d694cb9bec3ce9454c3f93f59,2017-04-13 13:32:35,89be3bd785f3997f16a6d540d1f7c28f0424fde8,False,
SECURITY-416,89be3bd785f3997f16a6d540d1f7c28f0424fde8,2017-04-13 13:32:35,7975ab320e5dadb2f710b832f4caeae4a9a85b4f,False,
SECURITY-413,3e1f02b5c3ff5d8a373f7a6c81d7c024d3a71956,2017-04-13 13:32:35,3c5e5ca63d9a1ac1c4087682dc0d426625eafed8,False,
SECURITY-429,36b8285a41eb28333549e8d851f81fd80a184076,2017-04-13 13:31:56,f237601afd750a0eaaf961e8120b08de238f2c3f,False,
SECURITY-466,02d24053bdfeb219d2387a19885a60bdab510479,2017-04-13 13:29:56,20b0a131446fc0d3edd08ba0889a55334020b169,False,
SECURITY-382,f72bcaca0dd14312092a0bcbdd8e4792d6e56d44,2016-12-14 17:45:35,ce8a2d51a5ee9ca12d0a75659b06161888e0a1bf,False,
SECURITY-406,4036ca2fa00d204caffd58f030a9c1cf3bd2801a,2017-01-23 14:51:24,0a11e21d14cb9f5aa1d97e158619db47db4cb971,False,
SECURITY-304,e6aa166246d1734f4798a9e31f78842f4c85c28b,2017-01-23 12:55:54,b0ed9669bc00dbccf1be6896bb527b4cf2e7687d,False,
SECURITY-392,b0ed9669bc00dbccf1be6896bb527b4cf2e7687d,2017-01-23 12:55:54,a814154695e23dc37542af7d40cacc129cf70722,False,
SECURITY-383,a814154695e23dc37542af7d40cacc129cf70722,2017-01-23 12:55:54,92964da7b22b0cbb57734b9929f5be8293609c0d,False,
SECURITY-349,92964da7b22b0cbb57734b9929f5be8293609c0d,2017-01-23 12:55:54,3cd946cbef82c6da5ccccf3890d0ae4e091c4265,False,
SECURITY-362,3cd946cbef82c6da5ccccf3890d0ae4e091c4265,2017-01-23 12:55:54,15128c602e5df354f13c155308a51fdcca24ec50,False,
SECURITY-376,a572450f039fdb99410fcf6eb0ba307bd69ea458,2016-12-21 16:21:38,767a919b5d8b2baaf9e8b42a177e04b8f45680b5,False,
SECURITY-358,37419d5de23b7e4732c409daa637d899bd6c7052,2016-12-09 10:06:35,ce8a2d51a5ee9ca12d0a75659b06161888e0a1bf,False,
SECURITY-388,7ae469770fd10c79bebc07511cd0ab1cafd33292,2017-01-06 14:26:57,13905d8224899ba7332fe9af4e330ea96a2ae319,False,
SECURITY-389,9ce5405a9197aa868bacd53b1c26ab8719764f70,2017-01-06 14:50:12,13905d8224899ba7332fe9af4e330ea96a2ae319,False,
SECURITY-385,246a0fa90a05b729eaabca6d697016015f622e57,2017-01-02 18:02:59,ce8a2d51a5ee9ca12d0a75659b06161888e0a1bf,False,
SECURITY-321,d4f7fb1896f3b6a38eabb776e396a8c844c68adc,2016-12-09 17:18:33,ce8a2d51a5ee9ca12d0a75659b06161888e0a1bf,False,
SECURITY-343,c19a56d214d46f89d9c6b78dc833a5b019581654,2016-11-17 13:56:36,ce8a2d51a5ee9ca12d0a75659b06161888e0a1bf,False,
SECURITY-353,336751615c5603d8fa2d997d76c923854e2315cf,2016-12-21 17:04:10,767a919b5d8b2baaf9e8b42a177e04b8f45680b5,False,
SECURITY-354,578298e70d43169bada0ea9f44137b61e5eb7c5a,2016-11-21 16:20:38,ce8a2d51a5ee9ca12d0a75659b06161888e0a1bf,False,
SECURITY-371,8126525582cb199a4dd6c520f868d747f5398577,2016-12-16 13:36:47,ce8a2d51a5ee9ca12d0a75659b06161888e0a1bf,False,
SECURITY-380,8de0056065b718efb9943394fab4616ea72fadf5,2016-12-07 15:48:38,e2a70ddff0a5d267a57d45b734d227319273c652,False,
SECURITY-360,fde9c42fe05ac925a904b6c09a81d497d0e6ccea,2016-11-11 16:02:24,cfc9491e297687b2f721f3e6c60ede613cea13d3,False,
SECURITY-170,57a82505f4dc5de97c57ad1f340561ad9f0159c5,2016-02-03 03:22:07,536c01bfca9bf9b2482bcfb23942567777fd653f,False,
SECURITY-266,82b42359797e42fa4b2428d5e390e7ce91b74998,2016-04-19 17:44:31,d6bcfdac70bf8b1a8004420f8ce9b7b30ced7159,False,
SECURITY-243,f4172ebb56ea29b2d2156145edff0d3660891fbf,2016-04-20 13:53:21,d6bcfdac70bf8b1a8004420f8ce9b7b30ced7159,False,
SECURITY-276,2ed0c046dfbb2003a17df27c53777e72c6eaff25,2016-04-25 13:50:53,d6bcfdac70bf8b1a8004420f8ce9b7b30ced7159,False,
SECURITY-281,13e9967e38d3e4a3317e6566727554c86f10264b,2016-04-27 18:43:21,53dd9046c98681ee1a1431b8d30aaf982eba471b,False,
SECURITY-273,56be107feb24ab3470efae7603041bbbb9cdf7fb,2016-04-25 15:06:54,d6bcfdac70bf8b1a8004420f8ce9b7b30ced7159,False,
SECURITY-250,17edeb48291a3807b84142bb01f576b8eb2f50a2,2016-02-14 21:48:25,fb22305427dfaa69dbd68da7d01607d34bbdbb52,False,
SECURITY-232,1ec232ca1c80e924d70212313b852aec408aa37e,2016-02-03 17:40:36,fb22305427dfaa69dbd68da7d01607d34bbdbb52,False,
SECURITY-241,79e0b64322a6b15e0b80ac6511c9aa74383642be,2016-01-26 15:46:10,536c01bfca9bf9b2482bcfb23942567777fd653f,False,
